id;access;bicycle;crossing;foot;footway;highway;horse;junction;lanes;lit;maxspeed;name;oneway;service;surface
361;-;-;-;-;-;secondary;-;-;-;-;-;-;yes;-;asphalt
362;-;-;-;-;-;secondary;-;-;-;-;-;-;yes;-;asphalt
363;-;-;-;-;-;secondary;-;-;-;-;-;-;yes;-;asphalt
364;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
365;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
366;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
367;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
368;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
369;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
370;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
371;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
372;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
373;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
374;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
375;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
376;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
377;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
378;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
379;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
380;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
381;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
382;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
383;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
384;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
385;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
386;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
387;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
388;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
389;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
390;-;-;-;-;sidewalk;footway;no;-;-;-;-;-;-;-;-
391;-;-;-;-;sidewalk;footway;no;-;-;-;-;-;-;-;-
392;-;-;-;-;sidewalk;footway;no;-;-;-;-;-;-;-;-
393;-;-;-;-;sidewalk;footway;no;-;-;-;-;-;-;-;-
394;-;-;-;-;sidewalk;footway;no;-;-;-;-;-;-;-;-
395;-;-;-;-;sidewalk;footway;no;-;-;-;-;-;-;-;-
396;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
397;-;-;-;-;-;residential;-;-;-;-;-;Rua 6;-;-;-
398;-;-;-;-;-;residential;-;-;-;-;-;Rua 6;-;-;-
399;-;-;-;-;-;residential;-;-;-;-;-;Rua 6;-;-;-
400;-;-;-;-;-;residential;-;-;-;-;-;Rua 3;-;-;-
401;-;-;-;-;-;residential;-;-;-;-;-;Rua 3;-;-;-
402;-;-;-;-;-;residential;-;-;-;-;-;Rua 5;-;-;-
403;-;-;-;-;-;residential;-;-;-;-;-;Rua 5;-;-;-
404;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
405;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
406;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
407;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
408;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
409;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
410;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
411;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
412;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
413;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
414;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
415;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
416;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
417;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
418;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
419;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
420;-;-;-;-;-;residential;-;-;-;-;-;Rua AB-15;-;-;-
421;-;-;-;-;-;residential;-;-;-;-;-;Rua AB-15;-;-;-
422;-;-;-;-;-;residential;-;-;-;-;-;Rua AB-15;-;-;-
423;-;-;-;-;-;residential;-;-;-;-;-;Rua AB-15;-;-;-
424;-;-;-;-;-;residential;-;-;-;-;-;Rua AB-15;-;-;-
425;-;-;-;-;-;residential;-;-;-;-;-;Rua AB-15;-;-;-
426;-;-;-;-;-;residential;-;-;-;-;-;Rua 5;-;-;-
427;-;-;-;-;-;tertiary;-;-;-;-;-;Alameda Flamboyant;-;-;-
428;-;-;-;-;-;tertiary;-;-;-;-;-;Alameda Flamboyant;-;-;-
429;-;-;-;-;-;tertiary;-;-;-;-;-;Alameda Flamboyant;-;-;-
430;-;-;-;-;-;tertiary;-;-;-;-;-;Alameda Flamboyant;-;-;-
431;-;-;-;-;-;tertiary;-;-;-;-;-;Alameda Flamboyant;yes;-;-
432;-;-;-;-;-;tertiary;-;-;-;-;-;Alameda Flamboyant;yes;-;-
433;-;-;-;-;-;secondary;-;-;-;-;-;-;yes;-;-
434;-;-;-;-;-;tertiary_link;-;-;-;-;-;-;yes;-;-
435;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Jacarandá;-;-;-
436;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Jacarandá;-;-;-
437;-;-;-;-;-;tertiary;-;-;-;-;-;Alameda Palmeiras;yes;-;-
438;-;yes;-;permissive;-;tertiary;no;-;2;-;50;Avenida Esperança;no;-;asphalt
439;-;-;-;-;-;residential;-;-;-;-;-;Rua AB-21;-;-;-
440;-;-;-;-;sidewalk;footway;no;-;-;-;-;-;-;-;concrete
441;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
442;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
443;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
444;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
445;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
446;-;-;-;-;-;service;-;-;-;-;-;-;-;-;-
447;-;-;-;-;-;service;-;-;-;-;-;-;-;-;-
448;-;-;-;-;-;service;-;-;-;-;-;-;-;-;-
449;-;-;-;-;-;service;-;-;-;-;-;-;-;-;-
450;-;-;-;-;-;service;-;-;-;-;-;-;-;-;-
451;-;-;-;-;-;service;-;-;-;-;-;-;yes;-;-
452;-;-;-;-;-;service;-;-;-;-;-;-;yes;-;-
453;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
454;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
455;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
456;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
457;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
458;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
459;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
460;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
461;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
462;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
463;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
464;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
465;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
466;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
467;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
468;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
469;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
470;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
471;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
472;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
473;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
474;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
475;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
476;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
477;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
478;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
479;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
480;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
481;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
482;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;unpaved
483;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;unpaved
484;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
485;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
486;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
487;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
488;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
489;-;-;-;-;sidewalk;footway;-;-;-;yes;-;-;-;-;-
490;-;-;-;-;sidewalk;footway;-;-;-;yes;-;-;-;-;-
491;-;-;-;-;sidewalk;footway;-;-;-;yes;-;-;-;-;-
492;-;-;-;-;sidewalk;footway;-;-;-;yes;-;-;-;-;-
493;-;-;-;-;sidewalk;footway;-;-;-;yes;-;-;-;-;-
494;-;-;-;-;sidewalk;footway;-;-;-;yes;-;-;-;-;-
495;-;-;-;-;sidewalk;footway;-;-;-;yes;-;-;-;-;-
496;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
497;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
498;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
499;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
500;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
501;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
502;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
503;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
504;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
505;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
506;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
507;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
508;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
509;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
510;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
511;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
512;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
513;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
514;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
515;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
516;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
517;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
518;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
519;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
520;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
521;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
522;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
523;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
524;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
525;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
526;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
527;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
528;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
529;-;-;-;-;-;tertiary;-;roundabout;-;-;-;-;yes;-;-
530;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
531;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
532;-;-;-;-;-;tertiary_link;-;-;-;-;-;-;yes;-;-
533;-;-;-;-;-;tertiary_link;-;-;-;-;-;-;yes;-;-
534;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
535;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
536;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
537;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
538;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
539;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
540;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
541;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
542;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
543;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
544;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
545;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
546;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
547;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
548;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
549;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
550;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
551;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
552;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
553;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
554;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
555;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
556;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
557;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
558;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
559;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
560;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
561;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
562;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
563;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
564;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
565;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
566;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
567;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
568;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
569;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
570;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
571;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
572;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
573;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
574;-;-;-;-;-;footway;-;-;-;yes;-;-;-;-;-
575;-;-;-;-;-;footway;-;-;-;yes;-;-;-;-;-
576;-;-;-;-;-;footway;-;-;-;yes;-;-;-;-;-
577;-;-;-;-;-;footway;-;-;-;yes;-;-;-;-;-
578;-;-;-;-;-;footway;-;-;-;yes;-;-;-;-;-
579;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
580;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
581;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
582;-;-;-;-;-;tertiary_link;-;-;-;-;-;-;-;-;-
583;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
584;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
585;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
586;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
587;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
588;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
589;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
590;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
591;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
592;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
593;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
594;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
595;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
596;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
597;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
598;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
599;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
600;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
601;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
602;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
603;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
604;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
605;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
606;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
607;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
608;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
609;-;-;-;-;-;service;-;-;-;-;-;-;-;driveway;-
610;permissive;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
611;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
612;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
613;-;-;-;-;-;footway;-;-;-;-;-;-;-;-;-
614;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
615;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
616;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
617;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
618;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
619;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
620;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
621;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
622;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
623;no;-;-;-;-;service;-;-;-;-;-;-;-;-;-
624;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
625;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
626;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
627;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
628;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
629;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
630;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
631;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
632;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
633;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
634;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
635;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
636;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
637;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
638;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
639;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
640;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
641;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
642;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
643;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
644;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
645;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
646;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
647;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
648;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
649;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
650;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
651;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
652;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
653;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
654;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
655;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
656;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
657;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
658;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
659;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
660;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
661;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
662;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
663;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
664;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
665;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Samambaia;-;-;-
666;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Samambaia;-;-;-
667;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Samambaia;-;-;-
668;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Samambaia;-;-;-
669;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Samambaia;-;-;-
670;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Samambaia;yes;-;-
671;-;-;-;-;-;tertiary;-;-;-;-;-;Rua Samambaia;yes;-;-
672;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
673;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
674;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
675;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
676;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
677;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
678;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
679;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
680;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
681;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
682;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
683;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
684;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
685;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
686;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
687;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
688;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
689;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
690;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
691;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
692;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
693;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
694;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
695;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
696;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
697;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
698;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
699;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
700;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
701;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
702;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
703;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
704;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
705;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;unpaved
706;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
707;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
708;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
709;-;-;-;-;-;corridor;-;-;-;-;-;-;-;-;-
710;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
711;-;-;-;-;-;tertiary;-;-;-;-;-;Rua do Bosque;-;-;-
712;-;-;-;-;-;tertiary;-;-;-;-;-;Rua do Bosque;-;-;-
713;-;-;-;-;-;tertiary;-;-;-;-;-;Rua do Bosque;-;-;-
714;-;-;-;-;-;tertiary;-;-;-;-;-;-;yes;-;-
715;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
716;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
717;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
718;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
719;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
720;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
721;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
722;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
723;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
724;-;-;zebra;-;crossing;footway;-;-;-;-;-;-;-;-;-
725;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
726;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
727;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
728;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
729;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
730;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
731;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
732;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
733;-;-;-;-;-;service;-;-;-;-;-;-;-;parking_aisle;-
734;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
735;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
736;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
737;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
738;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
739;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
740;-;-;-;-;sidewalk;footway;-;-;-;-;-;-;-;-;-
